"rt","key_press","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_dots","number_of_sets","coherent_direction","coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.727272727272727","[17.600000000000364,16.49999999999909,16.600000000000364,16.700000000000728,16.699999999999818,15.899999999999636,29,4.700000000000728,24.19999999999891,8.600000000000364,17.5]","11","RDK","23","5099","0.0-0.0-23.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.525000000000016","[14.799999999999272,16.699999999999818,16.700000000000728,16.699999999999818,22.699999999999818,9.800000000000182,16.399999999999636,17.800000000000182,16.100000000000364,17.300000000000182,16.299999999999272,17.00000000000091]","12","RDK","24","5305","0.0-0.0-24.0"
"-1","-1","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.290000000000056","[16.199999999999818,16.800000000000182,16.5,16.800000000000182,16.700000000000728,16.599999999999454,33.69999999999982,16.199999999999818,16.899999999999636,16.50000000000091]","10","RDK","25","5517","0.0-0.0-25.0"
"-1","-1","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","17.899999999999967","[14.5,16.799999999999272,46.100000000000364,2.800000000000182,17.600000000000364,16.699999999999818,16.700000000000728,15.699999999999818,17.69999999999891,15.800000000001091,16.49999999999909]","11","RDK","26","5720","0.0-0.0-26.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.380000000000017","[16,17.800000000000182,16.699999999999818,16.899999999999636,36.100000000000364,13.600000000000364,16.69999999999891,16.700000000000728,16.699999999999818,16.600000000000364]","10","RDK","27","5934","0.0-0.0-27.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","17.927272727272626","[14.199999999999818,16.699999999999818,16.699999999999818,16.599999999999454,16.700000000000728,16.699999999999818,16.700000000000728,16.699999999999818,42.899999999999636,6.399999999999636,16.899999999999636]","11","RDK","28","6137","0.0-0.0-28.0"
"-1","-1","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.627272727272693","[16.100000000000364,16.299999999999272,17.200000000000728,16.400000000000546,27.99999999999909,4.900000000000546,17,16.899999999999636,16.700000000000728,16.699999999999818,16.69999999999891]","11","RDK","29","6350","0.0-0.0-29.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","17.75454545454539","[12.299999999999272,16.300000000000182,16.599999999999454,16.700000000000728,16.699999999999818,16.699999999999818,16.899999999999636,36,13.699999999999818,16.100000000001273,17.299999999999272]","11","RDK","30","6554","0.0-0.0-30.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.727272727272727","[16.600000000000364,16.400000000000546,17.199999999999818,30.099999999999454,3.100000000000364,17,16.899999999999636,16.800000000000182,16.600000000000364,16.699999999999818,16.599999999999454]","11","RDK","31","6767","0.0-0.0-31.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","17.954545454545453","[14.400000000000546,16.600000000000364,16.599999999999454,16.699999999999818,16.600000000000364,36.899999999999636,13.100000000000364,16.699999999999818,16.699999999999818,16.600000000000364,16.599999999999454]","11","RDK","32","6970","0.0-0.0-32.0"
"-1","-1","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.072727272727207","[16.19999999999891,38.80000000000018,10.300000000000182,17.100000000000364,16.5,17.399999999999636,16.300000000000182,17.099999999999454,16.50000000000091,16.800000000000182,15.799999999999272]","11","RDK","33","7188","0.0-0.0-33.0"
"-1","-1","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.74545454545453","[17.5,16.600000000000364,16.099999999999454,17.199999999999818,22.400000000000546,11,16.699999999999818,16.599999999999454,16.800000000000182,16.600000000000364,16.699999999999818]","11","RDK","34","7401","0.0-0.0-34.0"
